id,gender,age,spend,location,month
0744,F,70,244.06,California,nov
0745,F,43,197.33,Georgia,dec
0746,F,24,272.83,Oklahoma,oct
0747,F,51,162.06,Michigan,nov
0748,M,23,108.75,Connecticut,nov
0749,M,40,25.32,California,nov
0750,M,96,101.13,California,oct
0751,M,22,111.62,Ohio,sep
0752,F,19,249.5,California,mar
0753,M,83,175.22,Ohio,sep
0754,M,29,82.3,Maine,nov
0755,F,49,127.33,Florida,aug
0756,F,47,114.18,Oklahoma,oct
0757,F,26,87.44,California,nov
0758,F,22,86.57,Texas,dec
0759,F,43,277.56,South Carolina,may
0760,F,40,49.15,Texas,apr
0761,F,22,92.59,Georgia,sep
0762,M,68,195.73,Colorado,may
0763,M,22,226.57,Illinois,apr
0764,F,25,102.94,Missouri,oct
0765,F,25,114.13,Florida,aug
0766,F,46,176.03,Florida,sep
0767,M,18,98.03,New York,dec
0768,F,25,120.53,California,dec
0769,M,49,182.26,Oregon,feb
0770,M,26,218.99,California,jan
0771,M,20,38.5,Connecticut,oct
0772,F,23,245.03,Kentucky,oct
0773,M,44,297.93,Pennsylvania,jan
0774,F,26,232.78,Louisiana,nov
0775,F,53,229.36,Michigan,oct
0776,M,66,171.07,California,nov
0777,F,29,16.81,Washington,oct
0778,F,47,24.31,Texas,nov
0779,M,60,295.12,Washington,oct
0780,F,73,268.69,Florida,nov
0781,F,20,249.44,Minnesota,aug
0782,F,38,61.9,California,sep
0783,F,18,128.85,Michigan,aug
0784,M,38,185.89,Rhode Island,apr
0785,F,68,275.98,Florida,oct
0786,M,23,229.31,Connecticut,jul
0787,F,56,90.95,Oregon,nov
0788,M,55,166.35,Oklahoma,feb
0789,M,23,258.66,New York,sep
0790,M,18,162.71,Virginia,oct
0791,M,28,107.18,Colorado,jun
0792,F,35,134.56,Michigan,nov
0793,M,99,279.68,Georgia,nov
0794,M,19,41.76,Texas,nov
0795,F,44,109.39,California,may
0796,F,86,45.72,Wisconsin,oct
0797,M,22,16.41,Oklahoma,nov
0798,F,18,170.4,Minnesota,apr
0799,M,20,298.94,Georgia,nov
0800,M,19,55.8,Florida,apr
0801,F,22,19.53,Idaho,oct
0802,F,23,56.65,Texas,nov
0803,F,44,119.37,Kentucky,nov
0804,F,34,281.26,Missouri,nov
0805,M,47,233.38,Texas,dec
0806,F,39,142.02,Iowa,mar
0807,F,63,55.49,Kentucky,dec
0808,F,48,105.1,Tennessee,sep
0809,F,52,243.48,Oregon,sep
0810,F,19,101.37,California,nov
0811,F,80,102.78,New York,nov
0812,F,19,6.55,Arkansas,feb
0813,F,22,125.05,Georgia,nov
0814,F,43,54.49,Maryland,dec
0815,F,20,191.47,California,oct
0816,M,19,81.51,Massachusetts,nov
0817,F,49,46.61,Ohio,nov
0818,F,37,179.8,California,apr
0819,M,93,151.72,Georgia,nov
0820,F,20,189.43,Virginia,sep
0821,F,39,164.11,Mississippi,oct
0822,F,87,139.37,California,feb
0823,F,32,70.84,Ohio,sep
0824,F,30,248.16,Wisconsin,nov
0825,M,20,154.72,Wisconsin,oct
0826,M,24,61.65,California,oct
0827,M,21,298.29,Florida,jul
0828,F,18,241.61,Arizona,nov
0829,F,33,242.71,California,oct
0830,M,23,43.73,New York,nov
0831,F,63,14.81,Arizona,dec
0832,M,39,61.81,North Carolina,oct
0833,M,18,159.56,Arkansas,apr
0834,F,45,26.58,Massachusetts,sep
0835,F,24,253.09,Florida,nov
0836,F,44,142.93,Pennsylvania,feb
0837,F,18,20.18,New York,nov
0838,M,58,289.1,Oregon,oct
0839,M,51,77.32,Nebraska,apr
0840,F,24,11.08,Utah,apr
0841,M,47,96.3,Maryland,jan
0842,F,92,87.15,Illinois,sep
0843,F,28,67.55,Connecticut,dec
0844,F,99,149.73,California,nov
0845,F,42,276.54,Alabama,aug
0846,F,22,175.84,Utah,apr
0847,F,47,152.83,Maryland,feb
0848,M,46,9.43,Georgia,sep
0849,F,46,160.84,Missouri,oct
0850,M,23,59.9,Texas,aug
0851,F,22,292.08,Texas,oct
0852,F,35,256.19,California,nov
0853,F,22,142.55,New York,feb
0854,M,43,215.26,Georgia,dec
0855,F,46,141.41,New York,feb
0856,F,79,71.68,Michigan,nov
0857,F,19,276.96,Illinois,oct
0858,F,20,165.81,Texas,sep
0859,F,39,80.32,Ohio,may
0860,F,50,62.53,Arizona,jul
0861,F,81,13.46,Nevada,apr
0862,M,63,32.92,New Hampshire,jul
0863,M,18,116.23,Texas,dec
0864,F,88,61.69,New York,sep
0865,F,51,99.59,Massachusetts,may
0866,F,87,90.21,Arkansas,jan
0867,F,41,133.2,Illinois,nov
0868,F,66,181.85,California,nov
0869,F,25,176.37,New Mexico,nov
0870,F,47,181.19,Missouri,feb
0871,F,22,30.08,Washington,apr
0872,F,22,53.95,West Virginia,mar
0873,F,80,269.72,California,apr
0874,F,75,228.22,Ohio,nov
0875,F,80,87.72,California,jan
0876,F,27,246.86,Montana,aug
0877,F,80,53.75,California,dec
0878,F,73,201.08,Washington,dec
0879,F,94,121.45,Pennsylvania,mar
0880,F,77,205.95,California,nov
0881,F,69,27.36,Nebraska,apr
0882,M,37,246.95,Massachusetts,apr
0883,M,44,113.04,South Carolina,nov
0884,F,18,5.25,New York,aug
0885,F,34,150.51,Virginia,sep
0886,F,41,143.92,New York,nov
0887,M,23,215.13,Ohio,jun
0888,F,40,220.87,Indiana,jan
0889,M,54,266.4,Texas,sep
0890,F,22,183.2,Nevada,aug
0891,M,19,53.11,Virginia,dec
0892,F,20,186.27,South Carolina,nov
0893,F,28,283.02,Kentucky,nov
0894,F,49,277.27,California,oct
0895,F,21,254.13,Michigan,jan
0896,M,19,263.98,North Dakota,sep
0897,F,24,205.46,Rhode Island,nov
0898,M,20,279.0,Florida,jul
0899,F,47,133.02,New Jersey,nov
0900,F,25,99.95,South Carolina,nov
0901,F,52,115.66,Florida,dec
0902,F,21,45.81,Florida,sep
0903,F,19,249.28,Maryland,mar
0904,F,39,169.91,Wisconsin,feb
0905,F,47,69.99,Nevada,sep
0906,F,35,245.03,Arizona,nov
0907,F,24,56.03,Massachusetts,apr
0908,F,71,208.97,North Carolina,jun
0909,F,19,125.26,Virginia,feb
0910,F,32,287.18,New York,oct
0911,F,20,268.74,California,nov
0912,M,23,241.83,New York,apr
0913,F,74,219.94,California,feb
0914,M,36,51.96,New Jersey,mar
0915,M,43,249.57,Delaware,oct
0916,F,83,170.23,California,sep
0917,F,24,25.19,California,apr
0918,F,38,144.18,California,apr
0919,M,19,203.22,South Carolina,dec
0920,F,19,266.3,Texas,jan
0921,F,22,12.52,Kentucky,aug
0922,F,80,20.3,Oklahoma,sep
0923,F,90,173.64,New York,sep
0924,F,54,161.59,Illinois,oct
0925,F,43,206.35,Virginia,aug
0926,F,33,181.61,Indiana,dec
0927,F,19,246.85,Texas,nov
0928,M,24,194.62,New York,may
0929,F,23,102.16,Michigan,nov
0930,F,52,190.05,South Carolina,nov
0931,F,20,24.95,Florida,feb
0932,M,25,155.45,Texas,apr
0933,M,55,232.98,Pennsylvania,jun
0934,F,18,50.11,New Jersey,apr
0935,F,74,128.63,Colorado,nov
0936,F,99,57.72,Florida,oct
0937,F,19,233.96,California,jul
0938,F,18,211.87,California,dec
0939,F,20,238.62,Pennsylvania,jun
0940,M,22,75.71,Texas,sep
0941,M,53,63.64,Indiana,may
0942,F,44,155.61,Tennessee,oct
0943,F,42,58.62,Pennsylvania,jan
0944,F,21,63.5,Pennsylvania,feb
0945,F,21,102.17,Oklahoma,nov
0946,F,97,152.21,Nebraska,dec
0947,F,20,262.5,Indiana,nov
0948,F,24,288.03,Connecticut,jan
0949,F,50,275.88,Georgia,sep
0950,F,23,152.97,Florida,dec
0951,F,40,6.88,North Carolina,feb
0952,F,19,59.9,Colorado,aug
0953,M,59,83.85,California,jun
0954,F,20,118.7,Illinois,oct
0955,F,19,51.11,California,sep
0956,F,22,49.72,New York,feb
0957,F,23,120.66,New Hampshire,nov
0958,F,25,144.78,Maryland,dec
0959,F,20,194.65,Michigan,apr
0960,F,59,217.04,New York,dec
0961,F,38,133.06,New York,sep
0962,F,52,54.5,Louisiana,feb
0963,F,50,61.89,Illinois,nov
0964,F,18,54.78,Ohio,may
0965,F,20,242.54,New York,sep
0966,F,30,199.84,Kentucky,dec
0967,M,79,127.05,Oregon,nov
0968,F,52,6.57,Illinois,nov
0969,F,63,189.96,Wisconsin,sep
0970,M,60,204.5,Georgia,nov
0971,F,64,46.91,Wisconsin,apr
0972,F,67,24.97,Florida,oct
0973,M,23,293.44,Texas,dec
0974,M,23,183.99,Washington,oct
0975,F,34,229.82,Texas,nov
0976,F,20,114.01,California,nov
0977,F,62,131.91,Massachusetts,aug
0978,F,52,63.78,Texas,apr
0979,F,61,53.89,California,apr
0980,F,33,53.68,Georgia,nov
0981,F,18,185.58,New York,nov
0982,M,18,17.73,Texas,apr
0983,F,24,106.4,Illinois,apr
0984,F,89,133.57,Oklahoma,dec
0985,F,22,94.02,California,feb
0986,M,21,119.45,Idaho,dec
0987,F,66,33.0,New Mexico,apr
0988,F,18,224.15,North Carolina,sep
0989,F,24,47.15,Washington,jun
0990,F,93,166.49,Michigan,dec
0991,F,21,109.31,Georgia,oct
0992,F,95,5.22,Wisconsin,apr
0993,F,20,266.61,Florida,feb
0994,M,19,68.24,Georgia,dec
0995,M,68,153.37,Ohio,apr
0996,F,18,252.65,Arkansas,jun
0997,F,44,175.88,Texas,jul
0998,F,23,235.15,New Jersey,dec
0999,F,47,263.48,Michigan,apr
1000,F,19,66.49,Texas,dec
1001,M,87,160.46,California,dec
1002,F,35,235.22,Texas,dec
1003,F,69,109.96,Florida,sep
1004,F,49,88.5,California,feb
1005,F,18,45.91,Connecticut,sep
1006,F,28,70.32,New York,feb
1007,M,24,278.91,California,feb
1008,M,22,74.48,Utah,nov
1009,M,58,10.73,Maryland,nov
1010,M,54,35.94,California,apr
1011,F,51,27.92,Pennsylvania,aug
1012,M,24,139.79,Tennessee,nov
1013,F,42,60.93,Oklahoma,oct
1014,F,24,252.32,California,nov
1015,F,53,225.52,Oregon,nov
1016,F,67,138.71,Texas,mar
1017,M,96,98.03,North Carolina,jul
1018,F,49,30.48,New York,may
1019,F,55,244.78,New Jersey,mar
1020,F,47,93.5,Georgia,may
1021,F,52,125.47,Texas,aug
1022,F,31,218.44,South Carolina,aug
1023,F,64,108.99,Colorado,dec
1024,F,85,102.67,Massachusetts,sep
1025,M,21,181.47,Massachusetts,apr
1026,F,45,27.06,Kansas,dec
1027,F,23,231.07,Florida,nov
1028,M,23,272.36,Texas,jun
1029,M,21,72.56,Illinois,sep
1030,F,30,140.21,Georgia,nov
1031,F,33,118.03,Minnesota,aug
1032,F,22,237.82,Texas,nov
1033,M,26,177.32,New Hampshire,oct
1034,M,23,132.62,Louisiana,may
1035,F,27,78.09,South Dakota,mar
1036,M,24,67.62,Utah,dec
1037,F,21,211.08,Arkansas,nov
1038,M,49,121.41,Pennsylvania,nov
1039,M,47,100.59,Utah,oct
1040,M,91,117.64,Virginia,sep
1041,M,21,114.91,Michigan,sep
1042,M,26,89.27,Michigan,sep
1043,F,21,266.12,Florida,apr
1044,M,91,245.26,New Mexico,feb
1045,M,47,10.85,California,mar
1046,M,90,239.52,North Carolina,dec
1047,F,46,80.53,Colorado,aug
1048,M,57,82.42,Ohio,jun
1049,F,34,123.52,Texas,sep
1050,M,27,11.83,Texas,apr
1051,F,18,6.75,California,apr
1052,M,25,137.89,Pennsylvania,nov
1053,F,82,141.51,Utah,sep
1054,F,71,250.23,Kentucky,dec
1055,F,45,288.72,Wisconsin,oct
1056,F,23,38.75,Massachusetts,nov
1057,M,40,5.06,Michigan,aug
1058,M,65,118.15,Illinois,apr
1059,F,24,211.7,Illinois,dec
1060,F,38,279.66,North Carolina,nov
1061,F,40,53.42,Minnesota,nov
1062,F,25,297.12,North Carolina,mar
1063,M,23,274.12,Illinois,sep
1064,F,23,144.21,Florida,feb
1065,F,39,59.82,Alabama,aug
1066,F,20,171.01,Florida,apr
1067,F,20,69.75,Massachusetts,dec
1068,F,46,299.19,California,mar
1069,F,52,234.17,North Carolina,apr
1070,M,21,26.02,New York,jun
1071,F,20,59.51,California,dec
1072,M,51,180.83,Louisiana,nov
1073,F,22,62.3,North Carolina,dec
1074,F,21,35.42,North Carolina,apr
1075,F,19,112.96,Kansas,sep
1076,M,48,69.0,Missouri,apr
1077,F,59,73.52,Texas,sep
1078,F,40,221.24,California,sep
1079,M,48,199.86,California,nov
1080,F,46,45.62,California,sep
1081,F,79,84.73,Pennsylvania,dec
1082,F,18,94.48,Michigan,apr
1083,F,18,147.18,Arizona,feb
1084,F,47,142.79,Texas,dec
1085,F,31,176.21,Iowa,jun
1086,F,43,184.05,Michigan,sep
1087,F,25,211.48,Kentucky,oct
1088,F,28,203.22,West Virginia,nov
1089,F,19,267.02,California,sep
1090,F,92,56.86,Florida,aug
1091,F,68,228.24,Florida,jun
1092,F,18,46.52,Illinois,may
1093,F,23,225.88,Indiana,jun
1094,M,69,161.76,Texas,apr
1095,F,23,201.93,Oklahoma,sep
1096,F,19,98.59,Florida,apr
1097,F,48,267.29,Colorado,aug
1098,F,95,94.67,North Carolina,mar
1099,M,61,35.62,Texas,nov
1100,M,22,299.02,California,jan
1101,F,95,271.32,Tennessee,nov
1102,F,40,99.31,Texas,feb
1103,M,81,247.08,Pennsylvania,jul
1104,F,19,14.5,Washington,feb
1105,F,36,176.34,Iowa,jul
1106,F,19,178.17,Pennsylvania,jun
1107,M,24,137.94,Illinois,nov
1108,F,33,227.32,New York,dec
1109,M,98,218.82,Texas,apr
1110,F,91,21.34,Texas,apr
1111,F,47,217.34,Arkansas,oct
1112,F,99,78.92,Washington,dec
1113,F,20,175.84,New York,dec
1114,M,24,189.89,Massachusetts,feb
1115,F,50,229.22,New York,dec
1116,F,42,155.11,New Hampshire,nov
1117,M,53,292.52,Arizona,sep
1118,F,58,84.72,Texas,nov
1119,F,46,132.67,South Carolina,jul
1120,M,57,6.47,Illinois,apr
1121,F,37,194.93,Illinois,aug
1122,F,21,278.75,Maryland,sep
1123,F,22,60.0,Florida,apr
1124,M,20,184.6,California,oct
1125,M,20,176.66,North Carolina,apr
1126,F,51,58.24,California,nov
1127,F,23,130.59,Rhode Island,oct
1128,F,18,99.03,Pennsylvania,jun
1129,F,22,144.98,Nevada,aug
1130,M,89,299.78,Florida,nov
1131,F,20,61.21,Florida,nov
1132,M,51,22.48,Massachusetts,nov
1133,M,23,152.61,Tennessee,aug
1134,F,44,48.39,South Carolina,nov
1135,F,35,131.09,Massachusetts,mar
1136,F,27,262.89,California,apr
1137,F,27,205.51,Virginia,apr
1138,M,23,65.07,Alabama,jul
1139,F,39,69.47,West Virginia,feb
1140,F,40,296.19,Oklahoma,oct
1141,F,30,148.91,Missouri,nov
1142,M,23,242.38,Virginia,nov
1143,M,57,198.79,North Carolina,sep
1144,F,23,134.57,Idaho,sep
1145,M,18,259.16,Florida,jul
1146,F,18,46.39,Illinois,oct
1147,F,22,109.02,North Dakota,aug
1148,F,22,22.67,Michigan,dec
1149,M,88,288.74,South Carolina,oct
1150,M,33,104.44,Nevada,apr
1151,F,90,232.22,Georgia,dec
1152,M,52,97.77,Oregon,sep
1153,F,80,174.56,California,dec
1154,F,52,104.46,Missouri,apr
1155,F,37,166.29,Illinois,aug
1156,F,43,265.59,Illinois,apr
1157,F,48,87.68,North Carolina,sep
1158,F,18,241.37,Texas,may
1159,M,50,129.69,Massachusetts,dec
1160,M,73,173.95,Kentucky,apr
1161,F,46,206.71,California,feb
1162,F,18,298.82,South Carolina,feb
1163,M,59,72.74,California,nov
1164,F,21,228.18,North Carolina,apr
1165,F,82,225.42,Wisconsin,may
1166,F,47,102.9,California,dec
1167,F,87,88.22,New Jersey,mar
1168,F,21,299.61,Indiana,nov
1169,F,69,95.76,New York,dec
1170,F,18,41.01,Iowa,aug
1171,F,20,240.78,Connecticut,sep
1172,F,18,68.26,South Carolina,apr
1173,F,32,158.47,California,nov
1174,F,21,165.06,California,mar
1175,M,69,249.14,California,jul
1176,F,21,107.24,Maryland,nov
1177,F,50,62.07,Virginia,oct
1178,F,50,78.65,Louisiana,dec
1179,M,18,198.37,Texas,apr
1180,F,22,269.92,Tennessee,may
1181,M,20,163.94,California,nov
1182,F,61,94.21,Georgia,oct
1183,F,24,232.91,Maryland,oct
1184,F,20,18.54,New Jersey,nov
1185,F,21,13.87,Georgia,jan
1186,F,97,90.76,Maryland,jan
1187,F,76,278.65,Tennessee,dec
1188,M,50,281.9,Utah,sep
1189,F,27,202.21,Ohio,nov
1190,F,22,166.06,Pennsylvania,sep
1191,M,39,113.99,Washington,aug
1192,F,61,114.73,South Carolina,jul
1193,F,51,271.7,Tennessee,nov
1194,M,92,93.06,Kentucky,oct
1195,M,35,193.36,Pennsylvania,apr
1196,F,67,47.1,Wisconsin,dec
1197,F,27,55.83,Texas,oct
1198,M,21,277.1,Florida,sep
1199,F,20,296.54,Nebraska,sep
1200,F,96,64.5,Idaho,jul
1201,M,37,9.7,Texas,jul
1202,F,38,281.78,Illinois,jan
1203,F,24,158.07,Minnesota,jul
1204,F,45,155.55,Tennessee,oct
1205,M,52,38.79,Florida,oct
1206,M,36,267.56,Ohio,apr
1207,F,24,248.67,New York,nov
1208,M,38,183.2,Florida,nov
1209,F,33,56.75,North Carolina,oct
1210,M,19,240.49,Illinois,sep
1211,F,33,77.9,California,dec
1212,F,44,5.61,Missouri,apr
1213,M,35,79.96,Colorado,jul
1214,F,20,215.73,Maryland,dec
1215,F,22,296.21,Georgia,feb
1216,M,33,28.22,Missouri,nov
1217,F,99,68.06,Arizona,oct
1218,M,35,244.11,Texas,dec
1219,F,86,292.46,Texas,nov
1220,F,43,197.24,Nebraska,feb
1221,F,30,91.41,Utah,jan
1222,F,26,145.82,Connecticut,apr
1223,M,20,224.9,South Carolina,nov
1224,M,77,44.84,Massachusetts,oct
1225,F,24,229.37,Ohio,jun
1226,M,52,168.36,Connecticut,dec
1227,M,20,282.64,Texas,jul
1228,F,29,13.84,Maryland,jul
1229,F,26,131.63,Florida,dec
1230,M,55,114.54,California,nov
1231,F,46,7.85,Indiana,jan
1232,M,18,269.45,Illinois,sep
1233,F,22,41.31,New York,dec
1234,M,52,266.34,Oklahoma,nov
1235,M,21,98.88,Minnesota,aug
1236,M,21,160.04,Wisconsin,dec
1237,F,19,219.14,California,dec
1238,M,18,141.19,South Carolina,apr
1239,F,22,173.09,Indiana,jan
1240,F,23,204.2,Idaho,feb
1241,F,43,47.82,Texas,apr
1242,F,31,101.15,Pennsylvania,sep
1243,M,28,113.01,Virginia,aug
1244,M,24,46.16,Missouri,mar
1245,F,23,172.77,Colorado,dec
1246,F,20,238.18,Texas,feb
1247,F,35,189.13,Michigan,nov
1248,F,61,227.83,Florida,apr
1249,M,34,125.1,Indiana,nov
1250,F,18,106.91,Massachusetts,dec
1251,M,40,92.51,Florida,may
1252,F,92,257.29,Virginia,dec
1253,M,45,56.5,New York,aug
1254,F,46,50.21,Iowa,jun
1255,F,94,177.91,Kansas,apr
1256,M,49,121.58,New York,dec
1257,M,29,256.68,New York,oct
1258,F,81,201.63,Ohio,sep
1259,M,19,8.72,Illinois,sep
1260,F,20,210.9,North Carolina,dec
1261,F,29,110.41,Texas,apr
1262,F,96,8.26,Florida,mar
1263,F,93,78.03,Wisconsin,oct
1264,F,28,113.12,Alabama,nov
1265,F,35,245.67,Ohio,feb
1266,F,19,99.72,North Carolina,apr
1267,F,92,33.12,Michigan,aug
1268,M,35,185.69,Florida,oct
1269,F,23,173.08,Massachusetts,jun
1270,F,24,107.06,Oregon,mar
1271,F,43,149.11,Michigan,apr
1272,M,21,286.41,California,feb
1273,F,23,29.05,California,feb
1274,F,95,66.77,Tennessee,mar
1275,M,28,87.53,Ohio,apr
1276,F,57,295.36,Tennessee,nov
1277,M,35,235.45,North Carolina,feb
1278,F,22,246.12,Washington,jul
1279,F,22,149.04,Oklahoma,dec
1280,M,21,234.45,Maryland,oct
1281,F,40,277.46,Oklahoma,dec
1282,F,23,258.05,Texas,oct
1283,F,43,206.66,Illinois,may
1284,F,29,179.83,California,dec
1285,F,24,235.43,Florida,jul
1286,F,24,297.59,California,oct
1287,F,24,26.1,Pennsylvania,oct
1288,F,56,199.97,Texas,jul
1289,M,20,207.6,Wisconsin,dec
1290,M,55,237.39,Washington,dec
1291,M,82,248.27,New York,oct
1292,F,29,293.3,Texas,nov
1293,M,49,111.43,New Mexico,nov
1294,F,35,134.39,North Dakota,sep
1295,F,52,266.11,North Carolina,dec
1296,F,41,48.86,Texas,nov
1297,M,19,57.58,Ohio,apr
1298,M,91,205.87,Nevada,apr
1299,F,64,159.16,Tennessee,sep
1300,F,19,191.87,California,aug
1301,F,33,78.3,Nevada,dec
1302,F,67,49.64,New Jersey,apr
1303,F,20,108.23,New York,may
1304,F,24,194.72,Maryland,apr
1305,M,32,142.68,Idaho,dec
1306,F,59,87.1,Wisconsin,sep
1307,F,25,108.37,Indiana,aug
1308,F,24,110.91,Tennessee,dec
1309,F,96,98.94,West Virginia,sep
1310,F,25,26.54,Maryland,dec
1311,M,22,100.52,Oklahoma,oct
1312,F,24,28.91,Texas,nov
1313,M,30,218.41,California,mar
1314,F,84,108.99,North Carolina,apr
1315,M,21,144.01,California,nov
1316,F,21,232.73,California,may
1317,F,60,268.73,Tennessee,dec
1318,F,92,164.0,Alaska,sep
1319,F,41,64.79,Georgia,nov
1320,F,94,255.85,Wisconsin,sep
1321,F,24,268.34,Texas,jan
1322,F,24,232.21,Utah,nov
1323,M,75,67.77,Pennsylvania,mar
1324,F,23,210.04,Pennsylvania,nov
1325,M,84,141.87,Texas,aug
1326,M,23,145.67,Pennsylvania,sep
1327,F,74,228.04,North Carolina,nov
1328,M,84,299.6,Illinois,dec
1329,M,47,212.57,Illinois,jun
1330,F,22,77.96,Michigan,dec
1331,F,26,193.31,Wisconsin,apr
1332,F,42,240.13,Kentucky,dec
1333,M,54,273.54,Illinois,aug
1334,F,31,269.56,Indiana,oct
1335,F,40,261.6,Texas,oct
1336,F,22,143.77,Tennessee,sep
1337,F,21,147.15,Michigan,oct
1338,F,42,76.36,South Dakota,dec
1339,F,23,6.1,Texas,nov
1340,M,41,149.98,Alabama,nov
1341,F,39,24.07,Virginia,oct
1342,F,46,111.66,New York,dec
1343,M,26,259.45,California,apr
1344,M,24,188.73,Arkansas,nov
1345,F,18,80.13,Washington,sep
1346,F,39,161.04,California,aug
1347,F,20,254.11,California,aug
1348,F,26,293.44,North Carolina,nov
1349,M,28,16.71,Florida,aug
1350,F,37,17.28,Massachusetts,sep
1351,F,30,35.15,Kansas,dec
1352,M,24,227.14,Alabama,aug
1353,F,52,83.03,Alabama,nov
1354,M,77,58.29,Texas,apr
1355,F,22,99.1,California,nov
1356,F,52,165.45,Washington,feb
1357,F,44,249.52,Illinois,nov
1358,M,21,286.74,New Jersey,sep
1359,M,43,142.55,Texas,nov
1360,F,89,27.79,Virginia,apr
1361,F,26,290.28,Kentucky,mar
1362,F,18,210.99,Kansas,sep
1363,F,80,149.3,Florida,oct
1364,F,19,133.17,Virginia,may
1365,F,28,50.9,Arizona,oct
1366,F,20,287.59,Maryland,apr
1367,F,78,299.28,Texas,oct
1368,M,20,281.01,California,apr
1369,F,30,209.52,Texas,feb
1370,M,36,283.34,Florida,jul
1371,M,73,275.42,Illinois,dec
1372,F,19,193.51,Arkansas,oct
1373,F,21,281.79,Louisiana,sep
1374,F,42,30.13,New Jersey,nov
1375,F,62,142.23,Florida,feb
1376,F,94,178.49,Wisconsin,nov
1377,M,38,153.14,New York,nov
1378,F,23,201.9,Indiana,may
1379,M,63,203.0,North Dakota,jan
1380,F,21,132.22,Massachusetts,feb
1381,F,24,91.62,Michigan,dec
1382,F,22,10.21,Massachusetts,sep
1383,F,73,239.72,Florida,sep
1384,F,33,194.14,Alabama,apr
1385,F,40,70.62,Louisiana,jun
1386,F,21,66.22,Alabama,apr
1387,M,24,188.31,Texas,dec
1388,F,49,206.34,Pennsylvania,sep
1389,M,79,133.51,California,oct
1390,M,22,111.33,California,oct
1391,F,51,225.95,Minnesota,jun
1392,F,97,50.0,Iowa,mar
1393,F,33,245.69,Texas,nov
1394,M,35,12.25,Maryland,aug
1395,F,49,70.89,Texas,oct
1396,F,22,41.47,Illinois,dec
1397,F,49,112.03,Oklahoma,oct
1398,F,27,95.43,Georgia,aug
1399,F,97,277.61,Georgia,nov
1400,F,78,37.77,Illinois,nov
1401,F,52,65.97,California,dec
1402,M,24,30.92,Georgia,nov
1403,F,24,115.43,New York,jul
1404,F,31,244.38,Maine,nov
1405,F,36,50.04,New Mexico,aug
1406,F,23,61.32,New Mexico,nov
1407,M,63,132.71,Florida,dec
1408,F,48,93.98,Mississippi,apr
1409,F,80,70.01,Alabama,jul
1410,M,94,37.33,California,oct
1411,F,39,27.47,Ohio,apr
1412,M,28,151.51,Maryland,apr
1413,M,43,224.06,Texas,jan
1414,F,66,87.56,Pennsylvania,nov
1415,M,20,74.99,Alabama,apr
1416,F,31,244.25,Pennsylvania,oct
1417,F,19,276.79,Florida,oct
1418,F,18,115.96,Indiana,jan
1419,F,32,244.33,Georgia,sep
1420,M,29,230.98,Michigan,sep
1421,M,21,162.15,Texas,nov
1422,F,20,95.38,Tennessee,oct
1423,F,22,84.38,Texas,dec
1424,F,30,136.34,Minnesota,apr
1425,F,43,73.78,California,aug
1426,F,34,260.48,Pennsylvania,apr
1427,F,92,82.33,Missouri,jun
1428,F,60,265.45,Massachusetts,aug
1429,F,68,195.99,New Mexico,oct
1430,F,18,287.22,Ohio,nov
1431,F,99,94.07,Illinois,sep
1432,F,79,64.29,New Jersey,nov
1433,F,28,177.26,California,jul
1434,F,21,244.74,Texas,dec
1435,F,18,218.98,Florida,nov
1436,M,18,84.43,California,dec
1437,F,92,257.12,Texas,jun
1438,M,32,49.77,Washington,sep
1439,F,44,38.22,Hawaii,jun
1440,F,40,52.47,New Jersey,apr
1441,F,48,82.04,Maryland,nov
1442,M,38,84.28,Iowa,apr
1443,F,24,62.38,Michigan,sep
1444,M,18,107.18,Florida,mar
1445,F,21,174.78,California,nov
1446,M,19,245.29,Wisconsin,apr
1447,F,18,284.5,Oregon,apr
1448,F,22,212.88,Illinois,nov
1449,F,21,84.68,Colorado,feb
1450,M,22,122.79,Texas,feb
1451,M,48,31.91,Kentucky,sep
1452,M,90,24.88,California,feb
1453,M,50,239.96,Nebraska,dec
